index,Order ID,Date,Status,Fulfilment,Sales_Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship_city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
1658,405-7165029-6882709,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400025.0,IN,,False,,
1744,403-3518985-7306764,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXL,Western Dress,XXL,B099NR3NXY,,0,INR,753.33,MUMBAI,MAHARASHTRA,400028.0,IN,,False,Easy Ship,
1808,171-4968450-1156340,04-29-22,Cancelled,Merchant,Amazon.in,Standard,SET279,SET279-LC-L,Set,L,B09CTC3Z4S,,0,INR,845.71,MUMBAI,MAHARASHTRA,400056.0,IN,,False,Easy Ship,
1829,402-3348716-6804357,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,
1931,403-3361011-2239566,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Cancelled,0,,,Mumbai,MAHARASHTRA,400066.0,IN,,False,,
1958,404-8438791-6591543,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXL,Set,XXL,B08MXBX6B7,Cancelled,0,,,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,
2095,403-0858210-1453101,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3902,JNE3902-KR-XL,kurta,XL,B09YYLN4YQ,,0,INR,884.76,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
2133,406-7680753-4797147,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XL,Western Dress,XL,B09SDZW3GY,Cancelled,0,,,MUMBAI,MAHARASHTRA,400006.0,IN,,False,,
2342,405-3663704-8509900,04-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XL,kurta,XL,B082W8B28G,Unshipped,1,INR,435.0,Mumbai,MAHARASHTRA,400086.0,IN,,False,,
2367,402-4283024-0541101,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3662,JNE3662-TP-S,Top,S,B0986YM94G,,0,INR,380.0,MUMBAI,MAHARASHTRA,400071.0,IN,,False,Easy Ship,
2542,405-2877745-2280346,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0237,J0237-SKD-L,Set,L,B08YNCXZ9M,,0,,,MUMBAI,MAHARASHTRA,400093.0,IN,,False,Easy Ship,
2588,402-6147455-7120318,04-29-22,Cancelled,Merchant,Amazon.in,Standard,J0283,J0283-SET-XXL,Set,XXL,B08QGNKGKY,,0,INR,922.32,MUMBAI,MAHARASHTRA,400066.0,IN,,False,Easy Ship,
3667,405-5814486-7109148,04-28-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXXL,Western Dress,3XL,B099NTV5ZV,Unshipped,1,INR,665.0,MUMBAI,MAHARASHTRA,400071.0,IN,,False,,
3954,171-6566249-5445115,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XL,kurta,XL,B099NNYQ1K,,0,INR,300.95,MUMBAI,MAHARASHTRA,400075.0,IN,,False,Easy Ship,
2984,405-4224160-5406744,04-28-22,Cancelled,Merchant,Amazon.in,Standard,J0335,J0335-DR-XXXL,Western Dress,3XL,B098312LNC,,0,,,MUMBAI,MAHARASHTRA,400081.0,IN,,False,Easy Ship,
3165,408-6041849-5066740,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3371,JNE3371-KR-S,kurta,S,B07WS16S49,,0,INR,313.33,MUMBAI,MAHARASHTRA,400075.0,IN,,False,Easy Ship,
3269,402-4520980-0448345,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3518,JNE3518-KR-XL,kurta,XL,B08XW66LTH,,0,INR,463.81,MUMBAI,MAHARASHTRA,400016.0,IN,,False,Easy Ship,
3308,171-0159968-6273142,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XL,kurta,XL,B099NNYQ1K,,0,INR,300.95,MUMBAI,MAHARASHTRA,400075.0,IN,,False,Easy Ship,
3374,171-9148955-5609926,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-XXXL,kurta,3XL,B09B2BB99M,,0,INR,380.0,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,
3375,171-9148955-5609926,04-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3421,JNE3421-KR-N-XXL,kurta,XXL,B08TRHQDFP,,0,INR,380.0,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,
4565,404-4502923-7163528,04-27-22,Cancelled,Merchant,Amazon.in,Standard,J0395,J0395-DR-XXXL,Western Dress,3XL,B09SDXXP6N,,0,INR,818.1,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
4437,402-0046653-2426734,04-27-22,Cancelled,Merchant,Amazon.in,Standard,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,,0,INR,595.24,MUMBAI,MAHARASHTRA,400059.0,IN,,False,Easy Ship,
4438,402-0046653-2426734,04-27-22,Cancelled,Merchant,Amazon.in,Standard,JNE3739,JNE3739-KR-L,kurta,L,B099FC39QH,,0,INR,437.14,MUMBAI,MAHARASHTRA,400059.0,IN,,False,Easy Ship,
5475,402-3622490-4569901,04-27-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3802,JNE3802-KR-S,kurta,S,B09K3TMQSK,Cancelled,0,,,MUMBAI,MAHARASHTRA,400082.0,IN,,False,,
4577,404-5439071-1193103,04-27-22,Cancelled,Amazon,Amazon.in,Expedited,J0395,J0395-DR-XXXL,Western Dress,3XL,B09SDXXP6N,Unshipped,1,INR,859.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,,
4578,404-0497976-6412347,04-27-22,Cancelled,Merchant,Amazon.in,Standard,J0339,J0339-DR-XXXL,Western Dress,3XL,B09831N6TV,,0,INR,708.57,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
4828,171-7538800-1113916,04-27-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3504,JNE3504-KR-L,kurta,L,B097ZZNTK2,Unshipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400099.0,IN,,False,,
4668,405-2013287-1400331,04-27-22,Cancelled,Merchant,Amazon.in,Standard,SET374,SET374-KR-NP-XXL,Set,XXL,B09NDKN86H,,0,,,MUMBAI,MAHARASHTRA,400053.0,IN,,False,Easy Ship,
4851,405-8998950-4661969,04-27-22,Cancelled,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XL,Set,XL,B08YN7XDSG,Cancelled,0,,,MUMBAI,MAHARASHTRA,400089.0,IN,,False,,
4852,405-4469364-0924343,04-27-22,Cancelled,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,,0,,,MUMBAI,MAHARASHTRA,400089.0,IN,,False,Easy Ship,
5035,408-3841690-9379534,04-27-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,Cancelled,0,,,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,
5583,402-4562771-4939548,04-27-22,Cancelled,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,,0,INR,722.86,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,
5585,406-0202729-8793904,04-27-22,Cancelled,Merchant,Amazon.in,Standard,SET182,SET182-KR-DH-M,Set,M,B085NYG5CR,,0,INR,625.71,mumbai,MAHARASHTRA,400054.0,IN,,False,Easy Ship,
5744,403-0398959-6022769,04-27-22,Cancelled,Merchant,Amazon.in,Standard,JNE3724,JNE3724-KR-M,kurta,M,B098124WJY,,0,INR,475.24,MUMBAI,MAHARASHTRA,400072.0,IN,,False,Easy Ship,
5829,404-8402524-9433157,04-26-22,Cancelled,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XXXL,kurta,3XL,B09HMXJVFS,,0,INR,492.38,MUMBAI,MAHARASHTRA,400052.0,IN,,False,Easy Ship,
5886,405-7484287-2457113,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,Unshipped,1,INR,533.0,MUMBAI,MAHARASHTRA,400077.0,IN,,False,,
6309,407-0034071-3673966,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET227,SET227-KR-PP-A-XL,Set,XL,B08P1G6BB1,,0,,,MUMBAI,MAHARASHTRA,400049.0,IN,,False,Easy Ship,
5843,403-1905906-6750765,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3504,JNE3504-KR-L,kurta,L,B097ZZNTK2,Unshipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400099.0,IN,,False,,
5949,404-8896570-2321937,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET184,SET184-KR-PP-L,Set,L,B08W9P5TV7,,0,,,MUMBAI,MAHARASHTRA,400050.0,IN,,False,Easy Ship,
5962,408-1300180-0511508,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET320,SET320-KR-NP-XS,Set,XS,B09RKDYLRW,,0,INR,815.24,MUMBAI,MAHARASHTRA,400093.0,IN,,False,Easy Ship,
6183,403-8976907-9383551,04-26-22,Cancelled,Merchant,Amazon.in,Standard,BTM037,BTM037-PP-XXXL,Bottom,3XL,B08KRH37G8,,0,INR,342.86,MUMBAI,MAHARASHTRA,400068.0,IN,,False,Easy Ship,
6770,404-2606216-3563505,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0006,J0006-SET-XXXL,Ethnic Dress,3XL,B0894X7XDM,Cancelled,0,,,MUMBAI,MAHARASHTRA,400077.0,IN,,False,,
7083,404-2159850-2993155,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0034,J0034-SET-XXL,Set,XXL,B089G1559Q,,0,,,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,
7084,404-2159850-2993155,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0024,J0024-KR-XXXL,kurta,3XL,B09VZDZBVN,,0,,,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,
7233,406-8137070-7636362,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-XXL,Top,XXL,B094FJSTJR,Cancelled,0,,,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,
6815,403-5256514-5961111,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,,0,,,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
8918,407-1025016-8859511,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET393,SET393-KR-NP-XXL,Set,XXL,B09QJ48KSN,Unshipped,1,INR,969.0,Mumbai,MAHARASHTRA,400092.0,IN,,False,,
7958,408-8945853-0888367,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0162,J0162-SKD-XL,Set,XL,B08QGQBYVJ,Unshipped,1,INR,1186.0,MUMBAI,MAHARASHTRA,400008.0,IN,,False,,
7579,403-7015582-0860316,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0248,J0248-KR-DPT-L,Set,L,B09RKDD6BP,Unshipped,1,INR,999.0,MUMBAI,MAHARASHTRA,400089.0,IN,,False,,
7876,408-1431470-2562727,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET375,SET375-KR-NP-L,Set,L,B09RKFD39V,Cancelled,0,,,MUMBAI,MAHARASHTRA,400068.0,IN,,False,,
8174,171-5427656-5233116,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3856,JNE3856-KR-XXXL,kurta,3XL,B09QJ3H57V,,0,INR,634.29,MUMBAI,MAHARASHTRA,400064.0,IN,,False,Easy Ship,
8150,171-7129908-3046727,04-25-22,Cancelled,Merchant,Amazon.in,Standard,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,,0,,,MUMBAI,MAHARASHTRA,400102.0,IN,,False,Easy Ship,
10765,408-4742252-5018731,04-24-22,Cancelled,Amazon,Amazon.in,Expedited,SET185,SET185-KR-NP-XL,Set,XL,B082Z3VNTZ,Unshipped,1,INR,911.0,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,
10766,408-0650538-6208358,04-24-22,Cancelled,Amazon,Amazon.in,Expedited,J0283,J0283-SET-XL,Set,XL,B08QGKHDN3,Unshipped,1,INR,1033.0,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,
9610,406-1175874-1961958,04-24-22,Cancelled,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-XXXL,kurta,3XL,B09B2BB99M,,0,INR,380.0,MUMBAI,MAHARASHTRA,400042.0,IN,,False,Easy Ship,
9148,403-0062217-4695534,04-24-22,Cancelled,Amazon,Amazon.in,Expedited,J0336,J0336-TP-XXL,Top,XXL,B0986YNFRH,Cancelled,0,,,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,
9108,404-2145664-2445122,04-24-22,Cancelled,Merchant,Amazon.in,Standard,JNE3425,JNE3425-KR-L,kurta,L,B08317296H,,0,,,MUMBAI,MAHARASHTRA,400059.0,IN,,False,Easy Ship,
9070,171-6419318-6144348,04-24-22,Cancelled,Merchant,Amazon.in,Standard,SET249,SET249-KR-NP-XXL,Set,XXL,B08XQ9KLPN,,0,INR,647.62,MUMBAI,MAHARASHTRA,400070.0,IN,,False,Easy Ship,
9627,407-4495572-7576311,04-24-22,Cancelled,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,,0,INR,722.86,MUMBAI,MAHARASHTRA,400001.0,IN,,False,Easy Ship,
10118,406-0533333-6963505,04-24-22,Cancelled,Merchant,Amazon.in,Standard,J0148,J0148-SET-XXXL,Set,3XL,B0929BNR7R,,0,INR,605.71,MUMBAI,MAHARASHTRA,400101.0,IN,,False,Easy Ship,
10628,171-9854899-0597918,04-24-22,Cancelled,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XS,kurta,XS,B09SDZ78G5,,0,,,Mumbai,MAHARASHTRA,400025.0,IN,,False,Easy Ship,
10629,171-4253651-4224359,04-24-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-XS,kurta,XS,B08RP5393W,Cancelled,0,,,Mumbai,MAHARASHTRA,400025.0,IN,,False,,
9092,405-5200048-5553143,04-24-22,Cancelled,Merchant,Amazon.in,Standard,JNE3695,JNE3695-KR-M,kurta,M,B0981196JL,,0,INR,280.95,MUMBAI,MAHARASHTRA,400063.0,IN,,False,Easy Ship,
11196,407-1974786-7532342,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,SET369,SET369-KR-NP-XXL,Set,XXL,B09QJM97Z8,Unshipped,1,INR,1173.0,MUMBAI,MAHARASHTRA,400091.0,IN,,False,,
11240,405-2244738-2951520,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,Unshipped,1,INR,499.0,MUMBAI,MAHARASHTRA,400071.0,IN,,False,,
11023,406-3078530-4856304,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5011,MEN5011-KR-L,kurta,L,B08YZ243V6,Cancelled,0,,,Mumbai,MAHARASHTRA,400057.0,IN,,False,,
11222,402-4037922-1005155,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,SET286,SET286-KR-NP-XS,Set,XS,B099NHW17F,Cancelled,0,,,MUMBAI,MAHARASHTRA,400050.0,IN,,False,,
11848,406-7465247-4706765,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3612,JNE3612-KR-L,kurta,L,B091Q9FZ36,,0,INR,380.0,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
11034,406-5888608-6712306,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5011,MEN5011-KR-XL,kurta,XL,B08YZ1RHHJ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400017.0,IN,,False,,
11651,406-1919442-2465909,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-M,kurta,M,B08KRZRSCL,Cancelled,0,,,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,
11353,171-2881816-9830736,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3739,JNE3739-KR-XXL,kurta,XXL,B099NK7Y5P,,0,,,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,
11953,406-6569928-5417965,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXXL,Set,3XL,B07X2KC3M2,Unshipped,1,INR,666.0,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,
11847,406-7465247-4706765,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3637,JNE3637-KR-L,kurta,L,B099F9XP34,,0,INR,500.95,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
14316,408-3998385-1954723,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-M,Set,M,B08XNJG8B1,Unshipped,1,INR,1146.0,MUMBAI,MAHARASHTRA,400080.0,IN,,False,,
13015,405-4037080-9194702,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,JNE1977,JNE1977-KR-237-XS,kurta,XS,B07FXGWSHQ,Cancelled,0,,,MUMBAI,MAHARASHTRA,400064.0,IN,,False,,
13135,406-7569882-0865940,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXXL,Set,3XL,B07X2KC3M2,Unshipped,1,INR,666.0,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,
13373,407-8019763-9089925,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,SET369,SET369-KR-NP-XXL,Set,XXL,B09QJM97Z8,Unshipped,1,INR,1173.0,MUMBAI,MAHARASHTRA,400091.0,IN,,False,,
13392,408-3484119-6656309,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE1906,JNE1906-KR-031-L,kurta,L,B06Y5CFQSQ,,0,INR,340.0,MUMBAI,MAHARASHTRA,400053.0,IN,,False,Easy Ship,
13393,408-3484119-6656309,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE1233,JNE1233-BLUE-KR-031-L,kurta,L,B01M1L6330,,0,INR,358.1,MUMBAI,MAHARASHTRA,400053.0,IN,,False,Easy Ship,
13399,402-5766593-4785954,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE3608,JNE3608-KR-L,kurta,L,B08TH4MQD2,,0,,,Mumbai,MAHARASHTRA,400060.0,IN,,False,Easy Ship,
13774,171-5877946-1605100,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Unshipped,1,INR,597.0,Mumbai,MAHARASHTRA,400104.0,IN,,False,,
13841,171-2207642-2746712,04-22-22,Cancelled,Merchant,Amazon.in,Standard,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,,0,,,Mumbai,MAHARASHTRA,400069.0,IN,,False,Easy Ship,
13975,408-4358246-9967528,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE3482,JNE3482-KR-XXL,kurta,XXL,B08HK1DGRW,,0,INR,302.86,MUMBAI,MAHARASHTRA,400030.0,IN,,False,Easy Ship,
13976,408-4358246-9967528,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-XXL,kurta,XXL,B08RNX8Q22,,0,INR,344.76,MUMBAI,MAHARASHTRA,400030.0,IN,,False,Easy Ship,
14008,405-7649353-9513918,04-22-22,Cancelled,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XL,kurta,XL,B09K3WFR76,,0,INR,437.14,MUMBAI,MAHARASHTRA,400053.0,IN,,False,Easy Ship,
14143,405-1617821-3536369,04-22-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-L,Set,L,B08XQ8MCKP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400097.0,IN,,False,,
14336,407-7613471-1176317,04-21-22,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XS,Set,XS,B0894WWGK9,Cancelled,0,,,MUMBAI,MAHARASHTRA,400051.0,IN,,False,,
14456,406-6082521-1972353,04-21-22,Cancelled,Merchant,Amazon.in,Standard,SET186,SET186-KR-DH-L,Set,L,B08B3YMP4M,,0,INR,600.95,mumbai,MAHARASHTRA,400054.0,IN,,False,Easy Ship,
14499,171-0113170-1113135,04-21-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-S,Set,S,B0822T2BM8,Unshipped,1,INR,788.0,MUMBAI,MAHARASHTRA,400101.0,IN,,False,,
14607,408-8378479-6601957,04-21-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,,0,INR,622.86,MUMBAI,MAHARASHTRA,400066.0,IN,,False,Easy Ship,
14643,407-8971545-8293925,04-21-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,,0,,,MUMBAI,MAHARASHTRA,400093.0,IN,,False,Easy Ship,
14644,408-0952338-1089911,04-21-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,,0,,,MUMBAI,MAHARASHTRA,400013.0,IN,,False,Easy Ship,
14843,403-7371920-8625137,04-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3365,JNE3365-KR-1052-A-XXXL,kurta,3XL,B07WP5HGBG,,0,INR,358.1,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,
14931,171-2199454-7839556,04-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3423,JNE3423-KR-XXL,kurta,XXL,B081X5N76H,,0,INR,380.0,MUMBAI,MAHARASHTRA,400097.0,IN,,False,Easy Ship,
14979,407-9145467-7252303,04-21-22,Cancelled,Merchant,Amazon.in,Standard,SET038,SET038-KR-PP-XS,Set,XS,B07SSF223Y,,0,INR,551.43,MUMBAI,MAHARASHTRA,400068.0,IN,,False,Easy Ship,
15469,171-3335934-2446705,04-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3775,JNE3775-KR-L,kurta,L,B09KXQN277,,0,INR,277.14,MUMBAI,MAHARASHTRA,400104.0,IN,,False,Easy Ship,
15552,404-1781979-4414765,04-21-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3813,JNE3813-KR-XS,kurta,XS,B09SF11ZXP,Cancelled,0,,,MUMBAI,MAHARASHTRA,400013.0,IN,,False,,
16051,171-1950473-1724308,04-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3730,JNE3730-KR-L,kurta,L,B09HLZKJ6G,,0,INR,284.76,MUMBAI,MAHARASHTRA,400033.0,IN,,False,Easy Ship,
16052,171-1950473-1724308,04-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-L,kurta,L,B099NMK3ZV,,0,INR,300.95,MUMBAI,MAHARASHTRA,400033.0,IN,,False,Easy Ship,
16153,403-8998395-9648358,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,SET171,SET171-KR-NP-XL,Set,XL,B0822V6P8L,Unshipped,1,INR,792.0,MUMBAI,MAHARASHTRA,400043.0,IN,,False,,
16154,403-8998395-9648358,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,SET295,SET295-KR-NP-XL,Set,XL,B09PN51JWD,Unshipped,1,INR,751.0,MUMBAI,MAHARASHTRA,400043.0,IN,,False,,
16155,403-8998395-9648358,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,SET196,SET196-KR-NP-XL,Set,XL,B08HK5C45Z,Unshipped,1,INR,799.0,MUMBAI,MAHARASHTRA,400043.0,IN,,False,,
16156,403-1418386-4348315,04-20-22,Cancelled,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XL,Set,XL,B09K3DQZ66,,0,INR,659.05,MUMBAI,MAHARASHTRA,400043.0,IN,,False,Easy Ship,
16378,405-6503329-6958729,04-20-22,Cancelled,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-M,kurta,M,B098136DNF,,0,,,mumbai,MAHARASHTRA,400092.0,IN,,False,Easy Ship,
16400,405-5564527-5203561,04-20-22,Cancelled,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-M,kurta,M,B098136DNF,,0,,,mumbai,MAHARASHTRA,400092.0,IN,,False,Easy Ship,
16588,407-2929928-2023508,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP-XL,Set,XL,B09RKDB8SB,Cancelled,0,,,MUMBAI,MAHARASHTRA,400054.0,IN,,False,,
16606,406-6098314-3189962,04-20-22,Cancelled,Merchant,Amazon.in,Standard,SET182,SET182-KR-DH-XL,Set,XL,B085HSHQPF,,0,INR,625.71,MUMBAI,MAHARASHTRA,400082.0,IN,,False,Easy Ship,
17414,404-9391115-8302736,04-20-22,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-XXXL,kurta,3XL,B09B2G7CKV,,0,INR,463.81,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,
17650,404-6757136-9753121,04-20-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3614,JNE3614-KR-XXL,kurta,XXL,B097ZYSHFF,Unshipped,1,INR,459.0,MUMBAI,MAHARASHTRA,400051.0,IN,,False,,
17992,405-7193667-0293144,04-19-22,Cancelled,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XS,Set,XS,B099NM2DMY,Cancelled,0,,,MUMBAI,MAHARASHTRA,400074.0,IN,,False,,
18277,171-6716526-5844320,04-19-22,Cancelled,Amazon,Amazon.in,Expedited,J0349,J0349-SET-M,Set,M,B099NWNGVK,Cancelled,0,,,MUMBAI,MAHARASHTRA,400067.0,IN,,False,,
19007,404-2019869-6892301,04-19-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Unshipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400076.0,IN,,False,,
19024,406-5869516-0698715,04-19-22,Cancelled,Merchant,Amazon.in,Standard,JNE3787,JNE3787-KR-S,kurta,S,B09RKBXM5B,,0,,,MUMBAI,MAHARASHTRA,400066.0,IN,,False,Easy Ship,
19012,403-2951319-1133948,04-19-22,Cancelled,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-M,kurta,M,B098136DNF,,0,INR,436.19,mumbai,MAHARASHTRA,400092.0,IN,,False,Easy Ship,
19101,405-3913484-4705925,04-19-22,Cancelled,Merchant,Amazon.in,Standard,JNE3546,JNE3546-KR-S,kurta,S,B08HHJPWBS,,0,INR,436.19,MUMBAI,MAHARASHTRA,400060.0,IN,,False,Easy Ship,
19134,402-2298409-8489120,04-19-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3313,JNE3313-KR-S,kurta,S,B07SNPJPMV,Cancelled,0,,,MUMBAI,MAHARASHTRA,400050.0,IN,,False,,
19139,403-1863199-7555540,04-19-22,Cancelled,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,,0,INR,634.29,MUMBAI,MAHARASHTRA,400068.0,IN,,False,Easy Ship,
